Zeitpunkt ('Y-m-d H:i:s');Graf-Moltke-Straße (Ostseite);Graf-Moltke-Straße (Westseite);Hastedter Brückenstraße;Langemarckstraße (Ostseite);Langemarckstraße (Westseite);Osterdeich;Radweg Kleine Weser;Schwachhauser Ring;Wachmannstraße auswärts (Süd);Wachmannstraße einwärts (Nord);Wilhelm-Kaisen-Brücke (Ost);Wilhelm-Kaisen-Brücke (West)
08.02.2021 00:00;125;72;584;295;302;1354;141;421;490;358;1162;552
09.02.2021 00:00;185;162;712;344;377;1288;188;472;510;433;1445;642
10.02.2021 00:00;321;293;995;559;557;2142;288;662;930;728;2236;1094
11.02.2021 00:00;406;416;1171;675;684;2548;293;702;1185;958;2936;1323
12.02.2021 00:00;436;493;1260;689;651;2632;268;764;1155;941;2954;1299
13.02.2021 00:00;283;299;632;445;446;1481;141;632;590;449;1765;827
14.02.2021 00:00;239;256;649;323;308;1252;180;611;448;329;1466;587
15.02.2021 00:00;351;352;1130;662;559;2123;301;610;1002;836;2652;978
16.02.2021 00:00;548;581;1381;791;832;2781;278;741;1299;1008;3428;1567
17.02.2021 00:00;739;845;1961;1139;1095;3068;1750;1214;2041;1641;4857;2266
18.02.2021 00:00;975;1082;2424;1531;1336;3264;2567;1668;2450;2027;5774;2808
19.02.2021 00:00;972;1176;2768;1467;1314;3655;2618;2075;2526;1968;6158;2910
20.02.2021 00:00;880;923;2897;1170;990;3346;2547;2010;1552;1136;4219;1802
21.02.2021 00:00;929;984;3946;1280;1026;4397;3094;2620;1578;1128;4573;1746
22.02.2021 00:00;1182;1317;3741;1735;1598;4379;3897;2485;3000;2442;6903;3290
23.02.2021 00:00;1236;1408;3697;1907;1753;4509;4014;2511;3073;2454;7337;3286
24.02.2021 00:00;1306;1511;4271;1959;1862;5339;4474;2867;3149;2571;7688;3770
25.02.2021 00:00;1282;1402;3820;1956;1819;4995;4099;2733;3192;2614;7665;3814
26.02.2021 00:00;1170;1299;3243;1797;1566;4156;3224;2095;2905;2345;6890;3412
27.02.2021 00:00;779;871;1895;1123;935;2516;1904;1532;1407;1047;3534;1764
28.02.2021 00:00;578;651;1624;765;676;2057;1693;1473;1004;747;2828;1267
01.03.2021 00:00;1149;1267;3242;2008;1752;4247;2079;2190;3034;2460;6828;3382
02.03.2021 00:00;1274;1467;3564;1974;1724;4490;3107;2499;3101;2495;7184;3520
03.03.2021 00:00;1290;1420;3555;1987;1777;4327;3702;2443;3156;2531;7158;3541
04.03.2021 00:00;1127;1263;2725;1779;1571;3546;2851;1931;2924;2334;6264;3100
05.03.2021 00:00;1198;1346;3169;1751;1635;4006;3082;2151;2803;2303;6620;3252
06.03.2021 00:00;635;657;1244;880;23;1768;1299;1096;1119;933;2875;1487
07.03.2021 00:00;530;616;1290;599;0;1719;1369;1018;946;732;2667;1197
08.03.2021 00:00;1123;1238;3117;1875;0;3945;3354;2125;3052;2442;7043;3568
09.03.2021 00:00;862;957;1691;1254;0;2533;1945;1230;1853;1458;4680;2133
10.03.2021 00:00;1083;1257;2642;1678;0;3306;3000;1884;2905;2364;6202;3025
11.03.2021 00:00;814;931;1559;1123;0;2227;1842;1073;1965;1543;4398;2075
12.03.2021 00:00;973;1024;1931;1414;0;2566;2292;1361;2344;1810;5102;2698
13.03.2021 00:00;411;499;648;576;0;1049;838;594;800;615;2104;1051
14.03.2021 00:00;405;431;800;483;0;1250;975;773;719;515;1919;771
15.03.2021 00:00;949;1020;2236;1434;0;3120;2381;1401;2426;1921;5485;2887
16.03.2021 00:00;1094;1326;2947;1780;0;3591;3113;2023;3052;2428;6778;3456
17.03.2021 00:00;1097;1212;2788;1655;0;3665;3089;1917;3023;2362;6741;3390
18.03.2021 00:00;1134;1336;2663;1690;0;3487;2906;1774;2966;2338;6487;3283
19.03.2021 00:00;1121;1254;2936;1717;0;3537;2937;1844;2920;2312;6466;3393
20.03.2021 00:00;777;852;1700;1043;0;2170;1710;1398;1461;1150;3488;1761
21.03.2021 00:00;520;586;1253;569;0;1720;1113;1134;966;722;2606;1148
22.03.2021 00:00;1080;1274;2816;1705;0;3313;2869;1772;3029;2398;6366;3159
23.03.2021 00:00;1166;1400;3217;1855;0;3815;3397;2100;3232;2634;7164;3504
24.03.2021 00:00;1309;1437;3577;2010;0;4167;3880;2403;3294;2681;7416;3834
25.03.2021 00:00;1384;1540;3587;1946;0;4203;3673;2310;3382;2711;7530;3757
26.03.2021 00:00;1330;1533;3777;2006;0;4428;3833;2386;3381;2739;7409;3886
27.03.2021 00:00;642;685;1098;772;0;1839;1280;1017;1212;931;3008;1608
28.03.2021 00:00;483;497;1107;578;0;1515;1362;1041;905;643;2379;1020
29.03.2021 00:00;1215;1402;3758;1845;0;4479;3863;2633;2927;2316;6772;3385
30.03.2021 00:00;1483;1656;5136;2085;0;5521;4894;3101;3309;2697;7906;3773
31.03.2021 00:00;1399;1680;5327;2255;0;5721;4971;3226;3368;3174;7980;4020
01.04.2021 00:00;1158;1332;3069;1727;0;3538;2928;2180;2927;2721;6305;2944
02.04.2021 00:00;563;607;1294;700;0;1640;1279;1120;947;721;2655;1122
03.04.2021 00:00;860;958;2637;1129;0;2621;2216;2111;1730;1397;3924;1998
04.04.2021 00:00;504;512;1302;570;0;1359;1246;994;803;610;2211;916
05.04.2021 00:00;299;318;527;373;0;812;604;496;553;422;1480;659
06.04.2021 00:00;612;687;1384;986;0;1973;1507;922;1572;1306;3696;1962
07.04.2021 00:00;721;803;1488;1101;0;2167;1667;1044;1776;1425;4047;2136
08.04.2021 00:00;932;1053;2157;1364;0;2858;2335;1593;2175;1815;5035;2656
09.04.2021 00:00;999;1122;2187;1379;0;2868;2579;1659;2297;1923;5274;2755
10.04.2021 00:00;743;837;1765;967;0;2136;1847;1658;1495;1173;3511;1806
11.04.2021 00:00;434;446;909;538;0;1426;1084;982;804;629;2278;1060
12.04.2021 00:00;1134;1242;3050;1750;0;3500;3302;1994;2850;2336;6412;3195
13.04.2021 00:00;1108;1258;2900;1646;0;3561;3173;1914;2932;2368;6643;3222
14.04.2021 00:00;1093;1230;2910;1696;0;3686;3158;1904;2884;2409;6676;3074
15.04.2021 00:00;1255;1463;3379;1840;0;3863;3640;2303;3233;2777;7133;3568
16.04.2021 00:00;1351;1494;3822;2009;0;4292;3897;2528;3168;2595;7296;3606
17.04.2021 00:00;937;1084;2996;1363;0;3267;2743;2268;1863;1484;4605;2199
18.04.2021 00:00;848;968;3306;1105;0;3351;3162;2424;1523;1148;4369;1730
19.04.2021 00:00;314;1391;3805;1961;0;4302;3981;2345;3326;2647;7406;3578
20.04.2021 00:00;849;1749;5317;2367;0;5814;5323;3418;3668;2951;8667;4074
21.04.2021 00:00;1048;1484;3661;1938;0;4245;3658;2361;3330;2638;7431;3584
22.04.2021 00:00;1141;1375;3046;1816;0;3719;3202;2033;3136;2476;6868;3424
23.04.2021 00:00;1077;1470;3692;1827;0;4140;3586;2383;3193;2588;7091;3524
24.04.2021 00:00;1138;1094;2980;1150;0;3092;2613;2108;1750;1379;4611;2125
25.04.2021 00:00;835;884;2716;1032;0;2776;2658;2048;1340;997;3716;1596
26.04.2021 00:00;579;1312;3496;1872;0;3874;3737;2325;3012;2486;6750;3146
27.04.2021 00:00;958;1412;3986;2073;0;4256;4236;2693;3231;2583;7359;3374
28.04.2021 00:00;1166;1502;4457;2133;0;4835;4751;2872;3390;2845;7604;3582
29.04.2021 00:00;1267;942;2193;1353;0;2599;2224;1374;2247;1858;5033;2326
30.04.2021 00:00;1364;1444;3080;1896;1550;3762;3466;2034;3020;2600;6978;3423
01.05.2021 00:00;1352;754;2086;1050;990;2425;2407;1647;1301;1069;3872;1679
02.05.2021 00:00;778;587;1323;657;672;1611;1489;1119;950;733;2549;1102
03.05.2021 00:00;566;965;2181;1450;1320;2757;2538;1385;2349;1822;5393;2627
04.05.2021 00:00;1073;1036;1844;1153;1200;2295;2013;1149;2084;1640;4793;2319
05.05.2021 00:00;1460;990;1819;1219;1184;2391;2129;1185;2059;1675;4868;2361
06.05.2021 00:00;1404;1303;2835;1851;1748;3492;3366;2000;3061;2434;6659;3212
07.05.2021 00:00;1233;1332;2641;1634;1571;3297;2850;1708;2712;2195;6236;3176
08.05.2021 00:00;618;990;2549;1285;1157;2609;2587;1983;1759;1354;4225;2018
09.05.2021 00:00;858;1133;5176;1437;1444;4305;4916;3013;1734;1328;5374;2126
10.05.2021 00:00;524;1557;4085;2115;2122;4556;4515;2601;3362;2754;7752;3672
11.05.2021 00:00;336;1109;2189;1388;1431;2955;2635;1541;2438;1959;5612;2771
12.05.2021 00:00;559;1510;3301;1983;1907;4202;3847;2237;3289;2713;7530;3597
13.05.2021 00:00;721;1027;3405;1408;1307;3584;3569;2511;1653;1240;4929;1959
14.05.2021 00:00;876;1178;3189;1513;1547;3411;3125;1962;2566;1980;5828;2775
15.05.2021 00:00;1004;831;1918;1069;1048;2233;2080;1372;1462;1132;3768;1742
16.05.2021 00:00;791;589;1560;770;824;1713;1923;1241;1072;798;2744;1240
17.05.2021 00:00;453;1258;2951;1779;1744;3600;3261;1811;2277;2335;6485;3368
18.05.2021 00:00;1049;1483;3535;1956;1986;3969;3814;2283;2981;2552;7278;3605
19.05.2021 00:00;1114;1411;3379;1819;1739;3949;3670;2122;3153;2507;7027;3451
20.05.2021 00:00;1089;1641;4214;2175;2108;4587;4548;2627;3556;2873;8098;3855
21.05.2021 00:00;1242;1287;2568;1725;1609;3352;2923;1627;2644;2153;6435;3169
22.05.2021 00:00;1305;764;1233;935;814;2068;1310;965;1120;884;3378;1625
23.05.2021 00:00;1003;738;2235;987;915;2388;2372;1680;1243;969;3644;1619
24.05.2021 00:00;872;662;2652;1143;1062;2685;2893;2044;1322;1067;4001;1782
25.05.2021 00:00;1203;1177;2200;1563;1533;2896;2705;1506;2526;2064;5643;2888
26.05.2021 00:00;;1242;2802;1707;1683;3612;3224;1640;2802;2272;6523;3137
27.05.2021 00:00;;1360;2952;1960;1818;3916;3478;1971;3084;2574;7106;3449
28.05.2021 00:00;;1267;4044;2297;2121;4907;4413;2355;3358;2821;8056;4037
29.05.2021 00:00;;1159;3531;1926;1591;4165;3297;2172;2140;1704;5601;2802
30.05.2021 00:00;;1224;5230;1929;1692;5293;5171;3127;2112;1561;6069;2713
31.05.2021 00:00;;1792;5970;2918;2778;6323;6578;3196;4172;3377;9685;4937
01.06.2021 00:00;;1911;6364;3002;2833;6471;5959;3338;4422;3575;10398;5330
02.06.2021 00:00;;1853;6214;2962;2732;6195;5895;3236;4222;3412;9842;5086
03.06.2021 00:00;;1545;4251;2424;2353;4595;4032;2387;3579;2931;8341;4241
04.06.2021 00:00;;1859;5666;2879;2597;6388;5471;2916;3963;3181;9723;4975
05.06.2021 00:00;;699;1659;1172;1127;2454;1694;964;1334;961;4124;1928
06.06.2021 00:00;;843;2401;1237;1192;2844;2207;1723;1460;1274;4232;1878
07.06.2021 00:00;;1580;3864;2404;2446;4576;4077;2263;3454;2789;8257;4266
08.06.2021 00:00;;1882;5536;2873;2808;5933;5370;3073;4083;3444;9905;4945
09.06.2021 00:00;;1872;6331;3072;2898;6428;5989;3276;4270;3528;10351;5136
10.06.2021 00:00;;1905;6668;3088;2860;6833;6226;3273;4363;3550;10734;5253
11.06.2021 00:00;;1853;6351;3043;2789;6603;5858;3077;4125;3450;10243;5034
12.06.2021 00:00;;1195;3561;1901;1807;4248;2832;1943;2503;1851;5976;3089
13.06.2021 00:00;;1080;4400;1728;1686;4297;3886;2525;1972;1507;5486;2558
14.06.2021 00:00;;1842;6846;3135;2868;6182;6115;3109;4363;3486;10003;5007
15.06.2021 00:00;;1987;5808;3060;3027;6182;5343;3212;4434;3590;10199;5245
16.06.2021 00:00;;1999;7427;3028;3035;6739;6872;3383;4430;3639;10754;5259
17.06.2021 00:00;;1775;8284;2837;2837;6928;7797;3093;4201;3343;10754;5245
18.06.2021 00:00;;1751;6903;2744;2726;6367;6227;2918;3955;3254;9737;4935
19.06.2021 00:00;;1275;5967;1982;1892;5398;4862;2336;2507;1959;7056;3398
20.06.2021 00:00;;936;3646;1319;1373;3652;3336;2051;1714;1219;5241;2327
21.06.2021 00:00;;915;1787;1257;1261;2401;1954;1035;1865;1611;4695;2361
22.06.2021 00:00;;1763;4701;2502;2584;5248;4519;2733;4124;3356;9364;4813
23.06.2021 00:00;;1728;4702;2624;2715;5414;4475;2642;4276;3447;9555;4824
24.06.2021 00:00;;1783;5173;2535;2690;5425;4677;2879;4053;3367;9685;4893
25.06.2021 00:00;1574;1826;5541;2813;2822;5908;5063;2794;4062;3294;9687;5028
26.06.2021 00:00;1195;1259;4281;2011;1966;4914;3503;2282;2686;2119;6994;3424
27.06.2021 00:00;1061;1119;5813;1650;1790;4745;4571;2759;1966;1483;6346;2847
28.06.2021 00:00;1531;1620;5940;2597;2772;5851;5658;2941;3981;3251;9692;4985
29.06.2021 00:00;1230;1312;2978;1769;1902;3640;3020;1711;2899;2283;6951;3683
30.06.2021 00:00;1359;1526;3721;2211;2297;4468;3613;2157;3635;3012;8354;4404
01.07.2021 00:00;1263;1474;3499;2097;2205;4313;3559;2055;3282;2670;7953;4269
02.07.2021 00:00;1535;1807;4394;2504;2570;5299;4416;2719;3963;3197;9108;5063
03.07.2021 00:00;1260;1410;5104;2223;2231;5829;4841;2777;2708;2241;7440;4085
04.07.2021 00:00;813;910;2984;1191;1237;3747;2980;1759;1607;1123;4799;2192
05.07.2021 00:00;1414;1467;3964;2423;2482;4896;4200;2335;3618;2914;8357;4492
06.07.2021 00:00;1521;39;4186;2396;2558;4993;4432;2443;3782;3038;8745;4656
07.07.2021 00:00;1737;0;5481;2851;3162;6118;5742;3152;4416;3615;9791;5363
08.07.2021 00:00;1616;0;4781;2624;2859;5390;4945;2809;4116;3318;9420;5123
09.07.2021 00:00;1479;0;4452;2529;2642;5388;4416;2543;3761;3273;9118;4614
10.07.2021 00:00;1226;0;4305;2153;1931;4989;3834;2479;2846;2171;6933;3633
11.07.2021 00:00;916;0;3797;1518;1545;3827;3878;2575;1798;1233;5061;2472
12.07.2021 00:00;1602;0;4879;2739;2660;5499;5287;2761;4028;3262;9110;4410
13.07.2021 00:00;1610;0;5256;2942;2775;5745;5609;3026;4337;3399;9698;4759
14.07.2021 00:00;1348;;3258;2265;2182;4287;3816;2018;3320;2682;7685;3744
15.07.2021 00:00;1634;;4941;3000;2924;5670;5204;2911;4252;3492;9564;4775
16.07.2021 00:00;1630;;5420;2964;2795;5875;5332;2841;4194;3479;9596;5009
17.07.2021 00:00;1272;;5381;2325;2167;5414;5008;2771;2768;2242;7254;3731
18.07.2021 00:00;1063;;4815;1917;1829;4104;4777;2867;2101;1448;5730;2724
19.07.2021 00:00;1513;;4647;2800;2539;4962;4602;2780;4126;3303;8679;4532
20.07.2021 00:00;1612;;5279;2917;2806;5154;5043;3094;4329;3493;9405;4661
21.07.2021 00:00;1670;;5280;3021;2808;5670;5184;3140;4392;3575;9866;5186
22.07.2021 00:00;1622;;4894;2938;2741;5687;5034;2985;4075;3325;9415;4785
23.07.2021 00:00;1370;;3656;2530;2356;5144;3915;2152;3326;2725;8044;4186
24.07.2021 00:00;1099;;4766;2189;2032;5590;4303;2333;2501;1965;6974;3521
25.07.2021 00:00;866;;3179;1661;1631;4088;3692;1997;1743;1242;5520;2502
26.07.2021 00:00;1247;;3976;2451;2333;4494;4402;2157;3224;2644;7555;4143
27.07.2021 00:00;1363;;3913;2594;2445;4910;4335;2325;3416;2852;8026;4490
28.07.2021 00:00;1279;;3700;2407;2306;4572;4044;2121;3351;2733;7824;4058
29.07.2021 00:00;1254;;3440;2467;2282;4475;3842;2122;3286;2656;7466;4254
30.07.2021 00:00;1337;;3858;2602;2450;4362;4124;2345;3322;2738;7777;4489
31.07.2021 00:00;716;;1466;1272;1197;2380;1580;955;1477;1172;3958;2130
01.08.2021 00:00;487;;1302;872;841;1858;1461;839;1052;729;2765;1401
02.08.2021 00:00;1155;;3115;2202;2109;3686;3312;1733;2921;2425;6700;3760
03.08.2021 00:00;1227;;3866;2482;2356;4462;4160;2356;3385;2834;7780;4339
04.08.2021 00:00;1127;;2857;2092;1937;3760;3334;1869;2805;2318;6389;3565
05.08.2021 00:00;1281;;3383;2428;2259;4189;3871;2178;3166;2592;7380;4151
06.08.2021 00:00;981;;2548;1958;1841;3456;2777;1498;2434;2144;6043;3363
07.08.2021 00:00;900;;2374;1794;1558;3131;2515;1680;2092;1582;4789;2887
08.08.2021 00:00;636;;1905;1260;1296;2611;2079;1361;1504;1060;3993;1995
09.08.2021 00:00;987;;2983;2062;1904;3682;3146;1760;2868;2281;6405;3563
10.08.2021 00:00;912;;2529;1760;1706;3359;2694;1420;2524;2103;5937;3098
11.08.2021 00:00;1235;;4028;2493;2361;4649;4493;2542;3347;2729;7864;4517
12.08.2021 00:00;1279;;4791;2602;2429;5099;5019;2620;3400;2744;8059;4460
13.08.2021 00:00;1214;;4179;2408;2249;4640;4293;2197;3048;2545;7434;4250
14.08.2021 00:00;913;;3185;1859;1634;3724;2995;1991;2193;1763;5477;3054
15.08.2021 00:00;890;;3869;1445;1438;4460;3724;2260;1563;1173;5122;2425
16.08.2021 00:00;788;;2106;1616;1534;2771;2362;1339;2203;1740;5035;2737
17.08.2021 00:00;990;;2434;1853;1786;3225;2631;1517;2452;2050;5642;3000
18.08.2021 00:00;1014;;2764;1936;1859;3345;3009;1657;2701;2194;5959;3216
19.08.2021 00:00;1015;;2538;1962;1751;3293;2799;1618;2529;2165;6008;3339
20.08.2021 00:00;1033;;3098;2071;1876;3607;3139;1753;2692;2284;6321;3399
21.08.2021 00:00;1004;;3219;1942;1673;3742;3146;2041;2073;1675;5401;2955
22.08.2021 00:00;428;;1069;663;756;1514;1085;654;858;604;2413;1176
23.08.2021 00:00;1194;;4028;2310;2206;4452;4292;2472;3243;2700;7378;3917
24.08.2021 00:00;1417;;4686;2698;2455;5267;5062;2936;3614;2956;8507;4540
25.08.2021 00:00;1197;;3415;2266;2064;4589;3499;2108;3223;2580;7225;4116
26.08.2021 00:00;1250;;3254;2257;2149;4442;3602;2194;3282;2677;7492;4192
27.08.2021 00:00;1087;;2500;1952;1926;3425;2086;1470;2634;2199;5857;3469
28.08.2021 00:00;681;;1269;1135;1105;2285;1393;960;1506;1217;4030;2137
29.08.2021 00:00;722;;1738;888;899;2839;1639;1144;1120;821;3732;1714
30.08.2021 00:00;1356;;3731;2433;2220;4471;4023;2261;3506;2915;7857;4346
31.08.2021 00:00;1537;;4979;2768;2607;5606;5129;3123;4201;3446;9436;4940
01.09.2021 00:00;1541;;4786;2972;2675;5506;5419;2891;4026;3021;9202;5152
02.09.2021 00:00;1627;;4626;2916;2814;5632;5038;2989;4271;2701;9664;5408
03.09.2021 00:00;1533;;4997;2840;2651;5926;4993;2782;3924;3034;9361;5175
04.09.2021 00:00;1144;;3452;1956;1812;4250;3187;2120;2621;1657;6071;3455
05.09.2021 00:00;910;;3665;1475;1568;4253;3575;2652;1853;921;5393;2558
06.09.2021 00:00;1563;;4764;2697;2635;5475;4855;2697;4133;2965;9297;4535
07.09.2021 00:00;1582;;5035;3034;2819;5998;5516;3097;4193;3496;9993;4898
08.09.2021 00:00;1696;;6038;3220;3089;6848;6856;3431;4445;3606;10586;5298
09.09.2021 00:00;1668;;6805;3258;3083;7034;7080;3359;4430;3592;10656;5233
10.09.2021 00:00;1085;;2564;1807;1726;3545;2869;1509;2412;1925;6171;3036
11.09.2021 00:00;989;;2371;1631;1506;3337;2405;1562;2258;1791;5627;2713
12.09.2021 00:00;888;;2402;1391;1257;2937;2440;1904;1732;1320;4630;2256
13.09.2021 00:00;1433;;4343;2678;2500;5299;4512;2491;4036;3261;9250;4780
14.09.2021 00:00;1690;;5349;3060;2921;6329;5939;3139;4517;3623;10643;5219
15.09.2021 00:00;1120;;2817;1923;1870;3984;3122;1580;2871;2256;7023;3309
16.09.2021 00:00;1436;;4073;2664;2499;5086;4215;2477;3967;2898;9246;4565
17.09.2021 00:00;1421;;3905;2667;2477;4970;4093;2503;3673;2247;8777;4374
18.09.2021 00:00;1042;;3182;1875;1623;4595;2874;1911;2268;1478;6552;2833
19.09.2021 00:00;853;;2192;1376;1239;3215;2186;1726;1662;;4613;2263
20.09.2021 00:00;1411;;4022;2620;2452;4902;4182;2339;4008;;8699;4472
21.09.2021 00:00;1414;;4417;2654;2478;5245;4404;2494;3942;;9170;4756
22.09.2021 00:00;1566;;4709;2816;2570;5686;5030;2818;4241;;9611;4806
23.09.2021 00:00;1299;;3383;2394;2233;4689;3886;2149;3747;;8221;4151
24.09.2021 00:00;1376;;3584;2715;2373;5324;4093;2209;3836;;9072;4472
25.09.2021 00:00;1104;;2646;1891;1657;3806;2674;1852;2424;;6228;2901
26.09.2021 00:00;937;;3119;1672;1519;4068;3346;2377;1913;;5868;2084
27.09.2021 00:00;1444;;3918;2626;2450;5090;4446;2502;3773;;8755;4330
28.09.2021 00:00;1569;693;4530;3072;2811;5552;5033;2971;4304;;9774;4983
29.09.2021 00:00;1309;1354;3268;2308;2092;4518;3416;1996;3446;;7919;4119
30.09.2021 00:00;1455;1487;3651;2702;2505;4784;4053;2357;3919;;8873;4780
01.10.2021 00:00;1481;1566;4274;2662;2325;6061;3889;2350;3650;;9158;4711
02.10.2021 00:00;915;849;2333;1753;1532;3427;2403;1495;2299;;5586;3024
03.10.2021 00:00;646;568;1562;1000;982;2724;1649;1153;1446;;3599;1855
04.10.2021 00:00;1507;1521;4158;2780;2535;5121;4290;2552;3881;;8812;4863
05.10.2021 00:00;1585;1618;4203;2835;2610;5213;4420;2558;4130;;9130;4961
06.10.2021 00:00;1485;1453;3704;2490;2249;4843;3874;2252;3866;;8410;4581
07.10.2021 00:00;1510;1523;4141;2921;2555;5234;4590;2669;4166;;9131;5155
08.10.2021 00:00;1514;1576;4248;2776;2389;5319;4549;2711;3934;;8892;5014
09.10.2021 00:00;1097;1072;3070;1981;1580;4303;3219;2262;2580;;6145;3490
10.10.2021 00:00;804;820;2649;1482;1293;3299;2655;2226;1788;;4432;45
11.10.2021 00:00;1385;1445;3666;2525;2344;4635;3900;2214;3763;;8233;0
12.10.2021 00:00;1204;1230;2770;2103;1984;4222;3328;1877;3178;;7725;0
13.10.2021 00:00;1347;1364;3228;2362;2259;4633;3791;2052;3675;;8221;0
14.10.2021 00:00;1427;1443;3389;2543;2296;4730;3932;2210;3739;;8548;0
15.10.2021 00:00;1169;1213;2905;2259;2068;4166;3391;1931;3170;;7406;0
16.10.2021 00:00;841;908;1828;1775;1375;2952;2129;1388;2237;;5053;0
17.10.2021 00:00;685;660;1473;1184;1105;2243;1586;1312;1616;;3465;0
18.10.2021 00:00;1148;1238;3136;2343;2123;4092;3402;1894;3307;;7386;0
19.10.2021 00:00;1168;1196;2601;2243;1968;3762;3100;1601;3109;;6874;0
20.10.2021 00:00;1169;1078;2528;2258;2201;3890;3113;1696;3149;;7335;0
21.10.2021 00:00;807;773;1280;1305;1214;2517;1640;917;1934;830;4422;1491
22.10.2021 00:00;888;904;1571;1545;1315;3009;1928;1014;2123;1821;5037;2847
23.10.2021 00:00;852;867;1768;1432;1190;2712;1844;1352;2106;1707;4604;2808
24.10.2021 00:00;765;788;2081;1317;1141;2861;2242;1649;1841;1399;3999;2391
25.10.2021 00:00;1109;1167;2729;2060;1809;3681;2979;1662;3031;2553;6448;3744
26.10.2021 00:00;1203;1266;2675;2255;1942;3840;3160;12;3187;2822;7032;4068
27.10.2021 00:00;1194;1201;2695;2363;1966;3918;3197;0;3243;2802;7143;3887
28.10.2021 00:00;1374;1482;3591;2613;2255;4378;3854;0;3788;3300;7811;4553
29.10.2021 00:00;1322;1383;3297;2425;2114;4356;3493;0;3614;3234;7751;4537
30.10.2021 00:00;920;1053;1996;1487;1256;3710;1699;0;2152;1714;5200;2854
31.10.2021 00:00;854;858;2064;1295;1273;2861;2117;0;1873;1338;4160;2331
01.11.2021 00:00;1470;1499;3802;2679;2400;4951;4109;0;3977;3471;8688;4568
02.11.2021 00:00;1577;1609;4146;2831;2416;5280;4362;0;4177;3641;9201;5072
03.11.2021 00:00;1533;1516;3759;2679;2336;5230;4141;0;4191;3478;8839;4758
04.11.2021 00:00;1425;1541;3493;2516;2174;4726;3738;0;3886;3303;8504;4630
05.11.2021 00:00;1286;1359;3338;2457;2071;4851;3767;0;3725;3077;8250;4670
06.11.2021 00:00;955;952;1761;1526;1207;3097;2048;0;2239;1825;5337;3188
07.11.2021 00:00;655;622;1273;1026;902;2378;1415;0;1261;866;3300;1652
08.11.2021 00:00;1353;1369;3491;2423;2141;4792;3718;0;3731;3135;8315;4273
09.11.2021 00:00;1439;1553;4067;2704;2371;5226;4329;0;4269;3430;9118;4786
10.11.2021 00:00;1468;1516;;2590;2209;4912;4034;1282;3996;3293;8565;4607
11.11.2021 00:00;1426;1483;;2518;2289;4618;3748;2278;3945;3237;8425;4488
12.11.2021 00:00;1343;1401;;2518;2060;4776;3571;2209;3621;2968;8237;4604
13.11.2021 00:00;841;882;1655;1396;1149;2811;1738;1288;2050;1422;4749;2620
14.11.2021 00:00;691;700;;996;905;2357;1549;1192;1384;1013;3581;1775
15.11.2021 00:00;1318;1338;;2348;2164;4385;3601;2043;3716;3038;7848;4294
16.11.2021 00:00;1387;1402;3296;2386;2140;4474;3707;2177;3916;3174;8092;4481
17.11.2021 00:00;1347;1341;3111;2316;2072;4592;3695;2001;3740;2984;7782;4259
18.11.2021 00:00;1366;1355;3117;2318;2021;4447;3575;1935;3566;2961;8022;4348
19.11.2021 00:00;1278;1354;3018;2256;1950;4405;3413;1878;3537;2868;7789;4105
20.11.2021 00:00;923;1019;2061;1374;1107;3469;1871;1376;1965;1491;5147;2573
21.11.2021 00:00;796;670;1683;965;894;2762;1757;1483;1302;877;3640;1633
22.11.2021 00:00;1384;1400;3413;2421;2058;4885;3737;2079;3855;3087;8294;4260
23.11.2021 00:00;1297;1364;3326;2373;2145;4701;3606;2092;3679;2957;8384;4255
24.11.2021 00:00;1405;1394;;2371;2109;4887;3694;1939;3728;3060;8446;4165
25.11.2021 00:00;1364;1399;;2219;1985;4577;3434;1962;3480;2786;7986;4025
26.11.2021 00:00;1246;1282;2820;2099;1821;3977;3074;1693;3063;2401;7185;3779
27.11.2021 00:00;678;705;1118;1155;877;2185;1400;923;1612;1131;3904;2039
28.11.2021 00:00;566;565;1057;805;707;2081;1271;925;1165;781;3279;1470
29.11.2021 00:00;1271;1314;3051;2145;1944;4244;3419;1830;3387;2738;7862;3757
30.11.2021 00:00;1230;1246;2605;2080;1747;4104;3078;1615;3141;2459;7279;3731
01.12.2021 00:00;1048;1069;2205;1726;1535;3210;2582;1381;2621;2020;6215;3028
02.12.2021 00:00;1132;1179;2535;1738;1593;3857;2790;1517;2902;2199;6773;3325
03.12.2021 00:00;1059;1112;2256;1550;1449;3645;2275;1319;2525;1820;6060;2922
04.12.2021 00:00;690;699;1142;1033;861;2052;1360;884;1578;1170;3713;1933
05.12.2021 00:00;360;346;545;768;508;1290;702;576;688;457;2181;901
06.12.2021 00:00;1255;1202;2702;1946;1771;3748;3107;1646;3088;2395;7047;3410
07.12.2021 00:00;1213;1271;2671;1936;1833;3914;3244;1668;3156;2417;7462;3747
08.12.2021 00:00;1263;1297;2602;1990;1852;3947;3203;1761;3269;2520;7412;3646
09.12.2021 00:00;1207;1310;2658;2129;1906;3965;3379;1512;3420;2565;7615;3881
10.12.2021 00:00;1259;1261;2634;1986;1737;3910;3085;1662;3292;2549;7440;3768
11.12.2021 00:00;847;871;1518;1307;1110;2763;1762;1134;1998;1461;4675;2449
12.12.2021 00:00;465;450;729;674;618;1613;826;640;875;548;2604;1106
13.12.2021 00:00;1259;1213;2646;2162;2008;4131;3428;1787;3280;2470;7551;3776
